,text,real
1505,"The failed former Governor of Michigan, RINO Rick Snyder, who was responsible for the Flint Water Disaster (and I let him know it!), is now endorsing Sleepy Joe Biden, who doesn’t have a clue! Snyder, whose political career was ruined by Flint, hurt a lot of people in Michigan...",1.0
1508,I will be announcing a list of future potential Supreme Court Justices at 3:30 P.M. Eastern from the Diplomatic Reception Room of the White House.,1.0
1511,"The United States Navy, or the Department of Defense, will NOT be cancelling its contract with Catholic Priests who serve our men and women in the Armed Forces so well, and with such great compassion & skill. This will no longer be even a point of discussion! @CardinalDolan",1.0
1517,"We will be substantially LOWERING Medicare Premiums and Prescription Drug Prices, bringing them down to levels that were not thought possible!",1.0
1528,".@seanhannity will be talking about the big North Carolina Rally tonight. Great crowd! Also, congratulations to Sean, @TuckerCarlson and @IngrahamAngle on the Great Ratings!",1.0
1531,STOP CALLING ME LOSER!!!!!!!!!!!!!!,0.0
1532,"ItT HAPPENED AGAIN!!! Last night, 3 million Americans VANISHED! And were replaced by EXACT duplicates!!! This has got to stop!!!!!",0.0
1533,"Sleapy Joe Biden won Pennsylvania and Georgia and the Popular Vote! Not fair! I wasn't ready! I hereby claim a ""do over""!    DO-OVER!!!",0.0
1534,"NO NO NO!!!! Biden CAN'T BE winning!!!! I already claimed ALL the states! Arizona, North Carolina, Pennsilvania, Georgia, Nevada, Toronto and Michigan! I CLAIMED THEM FIRST! THEY""RE MINE! YOU UNDERSTAND? MINE ALL MINE! MINE! MINE MINE!!!! !",0.0
1535,"My campane workers and I are watching the vote count from Arizona, Nevada, and Michigan. Everyone is VERY sad and UPSET!! EXCEPT for MY Secret Service Agent Dave! He's very happy! Jumping up and down! Practically dancing! WHAT THE HELL IS WRONG WITH HIM?!!!!! #ElectionResults2020",0.0
1536,"Watching election results...VERY depressing! I've been eating ice cream all day... so far...five gallons and counting!!! I ate 3 gallons of vanilla and 4 gallons of choclate! ""President""
Biden will NEVER be able to eat that much!!!
#ElectionResults2020 #CountEveryVote",0.0
1537,VERY ANGRY! Biden just won Wisconsin! AND my advisors say Biden WILL win Nevada AND Arizona! Totally not fare that Biden gets to win those states - just because more people voted for him! That's not how democracy works! Very unfair to ME!,0.0
1538,This is SO depresing!! I’m down in ALL the poles! Why does everybody HATE ME?!!!! Americans are so stupid!! #ElectionDay #Election2020,0.0
1539,"VERY ANGERY! Leslie Stahl of 60 Minutes did NOT ask ME what my favorite Ice Cream is! BAD Reporting! She ONLY wanted to know why I'm getting rid of Pre-existing conditions coverage! And 220,000 dead Americans! NOBODY CARES ABOUT THAT!!!! Voters care about MY favorite ice cream!!",0.0
1540,"Awfull news! Polls show that women HATE ME!! Women say I'm disgusting, dishonest, a racist, a tax cheat and an iddiot!!!! AND women are Mocking ME by calling me Low T!! AND women are ANGRY at ME just because I'm helping Covid kill people! Why won't these NASTY women support me?!!",0.0
1541,Breaking News! Very upsetting!! Rudy Giuliani told ME that he has undisputable PROOF that sleepy Joe Biden personally killed Adolf Hitler in 1945! Biden Killed Hitler with a Flux Capacitor!! US Intelligence needs to investigate! Why won't Fake news report this?! #ThursdayThoughts,0.0
1542,Just found out the Melenia's son Barron was suffering terribly from Covid-19 last week! Sad. Too bad he's NOTHING like ME!! Because I'm a Macho Man! A Macho Macho Man!! I gotta be - a Macho Man!! Even the #ProudBoys LOVE that I'm so Macho!,0.0
1543,"In the past 3 years, since I've been president, Texas has gone to hell! North Carolina has gone to hell! Wisconson has GONE TO HELL! Florida has gone to hell! Now Pencilvania is going to hell! Hell is so crowded, Ohio and Iowa have NO WHERE TO GO!! Sad! Isn't it? 
#mondaythoughts",0.0
1544,"This is Sad! Pence was Terrible! He is so BORING! AND THE FLIES on his head!!!! I shouldn't have picked him for VP! I should have picked IVANKA! Ivanka is smart! 
(And has a VERY HOT body!!)",0.0
1545,OMG!!! Pence has a Fly on his head!!!! A FLY!!! Why are flys always attracted to bullshit?!!!,0.0
1546,"Major Hurricane Delta will hit Louisana on Saturday! I’ll be asking MY Air Force to see if we can Nuke the hurricane several times just as it hits land to make the hurricane change directions!  I HAVE MANY NUCLEAR MISSILES!!!!!!!!!
#wednesdaymorning #WednesdayWisdom",0.0
1547,UNBELEIVEABLE that the Pentagon and Joint Chiefs have a COVID outbreak! The COVID response from their Low IQ Commander in Chief is totally incompitent and DANGEROUS!! HUGE National security crisis! Should NEVER have happened!,0.0
1548,"Incredable!!! Doctors say a drug I'm taking can cause Side Effects like ""Grandiose Delusions"" in people who are weak-minded! Obviously that WON'T happen to ME! Because I am the CHOSEN ONE! I AM GOD!!! 
#TuesdayThoughts",0.0
1549,"I'M LEAVING the hospital! To go back to MY White House!  Low IQ doctors DON’T WANT ME TO LEAVE!! They say MY Lungs are in Terrible shape because of Covid, and MY psychological evaluation has many aBnormalities! Idiots!! I'm covered under HIPAA law! So NO ONE will find out!!",0.0
1550,"MY White House Press Secretary Kayleigh McEnany tested posative for Covid-19! Sad. She's very important to MY  covid messaging, so I'll be asking her to wait to quarantine until AFTER the election.",0.0
1551,REMEMBER CHARLOTTESVILLE! VERY FINE PEOPLE - ON BOTH SIDES! VOTE!!,0.0
1552,MORE KIDS IN CAGES! VOTE!,0.0
1553,"Dave- MY Secret Service agent – and other Secret Service Agents- are VERY MAD at ME because I forced them to drive ME around the hospital! We went in a CIRCLE!! FUN!! But WHY are they mad at ME?! I ALREADY have COVID, so when we breathed the air in the car, I CAN'T get it again!",0.0
1554,Fake news says I’m at higher risk of Covid-19 because I’m 74 and obese!! WRONG!! I am NOT obese! Just look at ANY picture of ME! ESPECIALLY THE ONES WHEN I WAS A TEENAGER!!,0.0
1555,Low IQ Mike Pence is the one in charge of MY White House Corona Virus Task Force. Which I set up to protect ME from COVID! Loser Pence had one job!! ONE JOB!!!!! TOTAL FAILURE!!!,0.0
1556,NO! NO! NO! I tested positive for COVID!!! NOT KARMA!!! #TrumpHasCovid,0.0
1557,"Grate news! New polls show I have 100% support from Hate Groups! In addition, I'm running some NEW ads in Florida to appeal to 500,000 Jews who live in Miami-Dade county! If the Jewish people fall for the ads, I'll get the Jewish vote AS WELL AS the Anti-semitic vote!!! Win-Win!!",0.0
1558,"Fake news says I should condem white supremacists like the Proud Boys!! WRONG!! IF I denounce white supremacists, then NO ONE would buy MY MAGA hats and NO ONE would vote for me! Im not an idiote!!",0.0
1559,OMG! OMG! OMG! The pills i took on Air Force one are working! I HAVE SO MUCH ENERGY! THESE BLUE PILLS are  MUCH BETTER THENMY RED PILLLS! MY MIND IS RACING LIEK CRAZY!!!!!!!! #PresidentialDebate2020 #Debates2020,0.0
1560,Joe Biden just anounced that he will not agree to a drug test! I DEMAND that Biden provide a urine sample! He can give his pee to ME! Because I CAN ALWAYS TELL when somebody has been using drugs! It tastes completely different! #mondaythoughts,0.0
1561,Insurance Execs wrote me a VERY nice letter because MY Supreme Court will get rid of Obamacare! Then 133 million Americans with preexisting conditions will lose healthcare -which saves insurance companies BILLIONS since they won't have to pay claims to sick people! Your welcome!!,0.0
1562,"When Joe Biden was president, he FAILED BADLEY with the Ebola virus! Four Americans caught Ebola! FOUR! Americans should be OUTRAGED WHEN A PRESIDENT FAILS TO PROTECT AMERICANS!!",0.0
1563,"Citys burning! Wildfires EVERYWHERE! Millions unemployed! Very WEAK federal response to Covid! 2020 easily the worst year EVER in US History! Yet ""Vice"" President Joe Biden & federal government are doing nothing! NOTHING! Biden ""says"" he CAN'T fix it until January 20! Sad!",0.0
1564,Melenia is STILL MAD AT ME! After she walked in on ME!  WITHOUT KNOCKING! NOW SHE WON’T EVEN LOOK AT ME! I told her 1000 times! It’s NOT cheating if I did it with a sex doll!!! Besides - it wasn’t even my doll! It's was ERICS!,0.0
1565,"Bob Woodward releesed MY letters from Kim Jong Un! Those were MY love letters! MINE! The letters were supposed to be Secret! KIM LOVES ME! I LOVE HIM! DEEPLY! PASSIONATLY! EVERLASTING! Even though Kim & I only spent 2 nights together, our love goes WAY BEYOND PHYSICAL ATTRACTION!",0.0
1566,Of course I lie to the American people! Lyeing works! It got ME elected!! But only the DUMB people and incredibly stupid people believe MY lies! Senators Cruz and Cotton believe me! My supporters believe me! So why won't Democrats believe me?! Sad! #TrumpLiedPeopleDied #TrumpKnew,0.0
1567,Losers at Fox News & some of MY stupid supporters are saying VERY VERY bad things about ME! Terrable things! Nasty things! Just because its true DOESN'T give them the right to say it! That goes against the 1st Amendment!! Which says NO ONE can talk badly about me! #SundayThoughts,0.0
1568,"""The Atlantic"" magazene and Stars and Stripes newspaper - are Fake News!! I NEVER said American veterans were ""Losers AND suckers!"" I ONLY said veterans were ""Losers""!! There are MANY witnesses who heard me say it!! ASK THEM!!!! #TrumpHatesVeterans #TrumpHatesOurMilitary",0.0
1569,82% of Americans -  including Nancy Pelosi - think my recent Strokes caused me to have permement brain damage! WRONG! MY doctors - the very BEST doctors - told ME that my strokes did NOT cause ANY brain damage! MY doctors say SOMETHING ELSE caused my brain damage!!!!!,0.0
1570,OMG!!! My daughter Ivanka looks soooooo hot!!! Very low cut blouse!!!! Wow!!!,0.0
1571,"I'm fighting the Drug Companys & drug prices will be coming down! No more regulations that require the ""correct"" ingredients! EVERYONE can make & sell there own drugs! Street corners will have dealers who'll get you ANYTHING you want!! Red Pills AND BLUE Pills! #WednesdayThoughts",0.0
1572,"Michael Cohen IS LYEING! He says I was given Golden Showers at a strip club in Las Vegas! LIES! We were at strip clubs in New York City! NOT Las Vegas! Also - My Golden Showers were at a ""Gentlemens"" Club in Las Vegas! NOT a ""Strip"" Club! I still have the pics! Cohen is an idiot!",0.0
